"id","name","gender","age","type","country","genres","spotifyId","popularity","followers"
"6261895","Drake","male","33","person","CA","['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']","3TVXtAsR1Inumwj472S9r4",95,67117766
"6630241","Post Malone","male","25","person","US","['dfw rap', 'melodic rap', 'rap']","246dkjvS1zLTtiykXe5h60",89,38187668
"3417602","Ed Sheeran","male","29","person","GB","['pop', 'uk pop']","6eUKZXaKkcviH0Ku9w2n3V",90,102584457
"399366","J Balvin","male","35","person","CO","['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']","1vyhD5VmyZ7KMfW5gqLgo5",88,35318069
"3355589","Bad Bunny","male","26","person","PR","['latin', 'reggaeton', 'trap latino']","4q3ewBCX7sLwd24euuV69X",100,56219718
"5680553","Justin Bieber","male","26","person","CA","['canadian pop', 'pop', 'post-teen pop']","1uNFoZAHBGtllmzznpCI3s",90,65865278
"2270704","Ozuna","male","28","person","PR","['latin', 'puerto rican pop', 'reggaeton', 'trap latino']","1i8SpTcr7yvPOmcqrbnVXY",86,33622346
"2367252","Ariana Grande","female","27","person","US","['dance pop', 'pop', 'post-teen pop']","66CXWjxzNUsdJxJ2JdwvnR",88,83313205
"6611357","Khalid","male","22","person","US","['alternative r&b', 'pop']","6LuN9FCkKOj5PcnpouEgny",85,15518084
"4570990","Daddy Yankee","male","43","person","PR","['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']","4VMYDCV2IEDYJArk749S6m",87,29552980
"3011492","Travis Scott","male","28","person","US","['rap', 'slap house']","0Y5tJX1MQlPlqiwlOH1tJY",87,21044423
"2926645","The Weeknd","male","30","person","CA","['canadian contemporary r&b', 'canadian pop', 'pop']","1Xyo4u8uXC1ZmMpatF05PJ",93,49839489
"6222875","XXXTENTACION","male","20","person","US","['emo rap', 'miami hip hop']","15UsOTVnJzReFVN1VCnxy4",86,38091364
"862477","Billie Eilish","female","18","person","US","['electropop', 'pop']","6qqNVTkY8uBg9cP3Jd7DAH",88,68915938
"3917191","The Chainsmokers","mixed","8","group","US","['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']","69GGBxA162lTqCwzJG5jLp",80,19472616
"2838437","Nicky Jam","male","40","person","PR","['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']","1SupJlEpv7RS2tPNRaHViT",82,17743428
"6240453","Maluma","male","26","person","CO","['reggaeton', 'reggaeton colombiano']","1r4hJ1h58CWwUQe3MxPuau",84,32254453
"336624","Camila Cabello","female","23","person","US","['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']","4nDoRrQiYLoBzwC5BhVJzF",82,28041139
"226787","Dua Lipa","female","24","person","GB","['dance pop', 'pop', 'pop dance', 'uk pop']","6M2wZ9GZgrQXHCFfjv46we",88,36329849
"5249496","Juice WRLD","male","21","person","US","['chicago rap', 'melodic rap']","4MCBfE4596Uoi2O4DtmEMz",88,25709252
"3931139","Selena Gomez","female","28","person","US","['dance pop', 'pop', 'pop dance', 'post-teen pop']","0C8ZW7ezQVs4URX5aX7Kqx",82,37427063
"5977487","Halsey","female","25","person","US","['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'pop dance', 'post-teen pop']","26VFTg2z8YR0cCuwLzESi2",83,18402472
"2940025","Cardi B","female","27","person","US","['dance pop', 'pop', 'pop rap', 'rap']","4kYSro6naA4h99UJvo89HB",80,20407078
"6197134","Calvin Harris","male","36","person","GB","['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']","7CajNmpbOovFoOoasH2HaY",85,22842342
"6156674","Nicki Minaj","female","37","person","","['dance pop', 'hip pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'queens hip hop']","0hCNtLu0JehylgoiP8L4Gh",86,26119624
"4896578","Shawn Mendes","male","21","person","CA","['canadian pop', 'pop', 'post-teen pop', 'viral pop']","7n2wHs1TKAczGzO7Dd2rGr",84,39283474
"4156468","Imagine Dragons","mixed","12","group","US","['modern rock', 'rock']","53XhwfbYqKCa1cC15pYq2q",88,41993340
"1695908","Kendrick Lamar","male","33","person","US","['conscious hip hop', 'hip hop', 'rap', 'west coast rap']","2YZyLoL8N0Wb9xBt1NhZWg",88,21469667
"6418646","Sam Smith","other","28","person","GB","['dance pop', 'pop', 'post-teen pop', 'uk pop']","2wY79sveU1sp5g7SokKOiI",82,20207360
"1173475","Future","male","36","person","","['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","1RyvyyTE3xzB2ZywiAwp0i",88,12152231
"458299","Farruko","male","29","person","PR","['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']","329e4yvIujISKGKz1BZZbO",84,14037568
"642341","Maroon 5","mixed","18","group","US","['pop', 'pop rock']","04gDigrS5kc9YWfZHwBETP",85,37922762
"6250855","Rihanna","female","32","person","","['barbadian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'r&b', 'urban contemporary']","5pKCCKE2ajJHZ9KAiaK11H",87,50131504
"6505492","Lil Uzi Vert","male","26","person","US","['melodic rap', 'philly rap', 'rap', 'trap']","4O15NlyKLIASxsJ0PrXPfz",85,13786405
"4442653","Kygo","male","28","person","NO","['edm', 'pop', 'pop dance', 'tropical house']","23fqKkggKUBHNkbKtXEls4",80,8143590
"5639543","Marshmello","male","28","person","US","['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']","64KEffDW9EtZ1y2vBYgq8T",83,34275300
"84415","Quavo","male","29","person","US","['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']","0VRj0yCOv2FXJNP47XQnx5",79,5916728
"2827866","21 Savage","male","27","person","US","['atl hip hop', 'rap', 'trap']","1URnnhqYAYcrqrcwql10ft",86,11680195
"857171","DJ Snake","male","34","person","FR","['dance pop', 'edm', 'electro house', 'electronic trap', 'pop', 'pop dance']","540vIaP2JwjQb9dm3aArA4",77,8082338
"4454920","Young Thug","male","28","person","US","['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']","50co4Is1HCEo8bhOyUWKpn",83,7476089
"5737463","Sia","female","44","person","AU","['australian dance', 'australian pop', 'dance pop', 'pop', 'pop dance']","5WUlDfRSoLAfcVSX1WnrxN",83,24386719
"1431311","David Guetta","male","52","person","FR","['big room', 'dance pop', 'edm', 'pop', 'pop dance']","1Cs0zKBU1kc0i8ypK3B9ai",88,24738102
"5630871","Bebe Rexha","female","30","person","US","['alt z', 'dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']","64M6ah0SkkRsnPGtGiRAbb",80,7560118
"6412815","Ty Dolla $ign","male","35","person","US","['pop rap', 'r&b', 'trap', 'trap soul']","7c0XG5cIJTrrAgEC3ULPiq",80,4348340
"4775941","Eminem","male","47","person","","['detroit hip hop', 'hip hop', 'rap']","7dGJo4pcD2V6oG8kP0tJRR",90,59520491
"1442564","Major Lazer","mixed","12","group","","['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap']","738wLrAtLtCtFOLvQBXOXp",74,6304410
"521829","Coldplay","mixed","23","group","GB","['permanent wave', 'pop']","4gzpq5DPGxSnKTe4SA8HAU",88,38595052
"230608","Bruno Mars","male","34","person","US","['pop']","0du5cEVh5yTK9QJze8zA0C",87,43273015
"5401526","Migos","mixed","12","group","","['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","6oMuImdp5ZcFhWP0ESe6mG",77,12547664
"3549305","Avicii","male","28","person","SE","['dance pop', 'edm', 'pop', 'pop dance']","1vCWHaC5f2uS3yhpwWbIA6",80,22082391
"2870105","Sebastian Yatra","male","25","person","CO","['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']","07YUOmWljBTXwIseAUd9TW",81,19999185
"315005","Taylor Swift","female","30","person","US","['dance pop', 'pop', 'pop dance']","06HL4z0CvFAxyc27GXpf02",94,58988141
"3890884","Karol G","female","29","person","CO","[]","4asJQrazucWu3Zy5R7B164",0,3750
"5420546","Wisin","male","40","person","PR","['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']","3E6xrwgnVfYCrCs0ePERDz",76,8180016
"1414652","Luis Fonsi","male","42","person","PR","['latin', 'latin pop', 'puerto rican pop', 'tropical']","4V8Sr092TqfHkfAA5fXXqG",75,10593513
"4860457","DaBaby","male","28","person","US","['north carolina hip hop', 'rap']","4r63FhuTkUYltbVAg5TQnk",82,10085321
"4338147","Kanye West","male","43","person","","['chicago rap', 'rap']","5K4W6rqBFWDnAN6FQUkS6x",90,18252307
"4211893","Lil Baby","male","25","person","","['atl hip hop', 'atl trap', 'rap', 'trap']","5f7VJjfbwm532GiveGC0ZK",89,11599715
"1879229","Zara Larsson","female","22","person","SE","['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']","1Xylc3o4UrD53lo9CvFvVg",76,10361100
"3030462","Charlie Puth","male","28","person","US","['dance pop', 'pop', 'post-teen pop', 'viral pop']","6VuMaDnrHyPL1p4EHjYLi7",83,17528654
"2655724","J. Cole","male","35","person","US","['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","6l3HvQ5sa6mXTsMTB19rO5",85,17913573
"4713064","Zedd","male","30","person","DE","['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'post-teen pop', 'tropical house']","2qxJFvFYMEDqd7ui6kSAcq",75,5809088
"1430518","Jason Derulo","male","30","person","US","['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']","07YZf4WDAMNwqr4jfgOZ8y",80,11535666
"2225829","Clean Bandit","mixed","12","group","GB","['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']","6MDME20pz9RveH9rEXvrOM",75,4911709
"5414211","Lenny Tavárez","male","33","person","PR","['latin', 'reggaeton', 'reggaeton flow', 'trap argentino', 'trap latino']","1pQWsZQehhS4wavwh7Fnxd",79,1952563
"3990662","Martin Garrix","male","24","person","NL","['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']","60d24wfXkVzDSfLS6hyCjZ",76,15617427
"94789","Zion & Lennox","mixed","17","group","PR","['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']","21451j1KhjAiaYKflxBjr1",79,6708543
"3864835","Demi Lovato","female","27","person","US","['dance pop', 'pop', 'pop dance', 'post-teen pop']","6S2OmqARrzebs0tKUEyXyp",81,23246310
"2387352","Lady Gaga","female","34","person","US","['dance pop', 'pop', 'pop dance']","1HY2Jd0NmPuamShAr6KMms",84,23219732
"475784","ZAYN","male","27","person","GB","['dance pop', 'pop', 'pop dance', 'post-teen pop', 'uk pop']","5ZsFI1h6hIdQRw2ti0hz81",76,21302932
"3153079","Roddy Ricch","male","21","person","US","['melodic rap', 'rap', 'trap']","757aE44tKEUQEqRuT6GnEB",80,8379443
"2117671","Lil Wayne","male","37","person","","['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']","55Aa2cqylxrFIXC767Z865",85,12619383
"5152535","Lauv","male","25","person","US","['electropop', 'pop', 'post-teen pop']","5JZ7CnR6gTvEMKX4g70Amv",78,5231814
"959134","Jonas Blue","male","30","person","GB","['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']","1HBjj22wzbscIZ9sEb5dyf",74,3617724
"225510","Tyga","male","30","person","US","['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","5LHRHt1k9lMyONurDHEdrp",80,6643643
"5790308","Ellie Goulding","female","33","person","","['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']","0X2BH1fck6amBIoJhDVmmJ",78,11149592
"2643799","Queen","mixed","50","group","GB","['classic rock', 'glam rock', 'rock']","1dfeR4HaWDbWqFHLkxsg1d",84,42790568
"3088333","Lewis Capaldi","male","23","person","GB","['pop', 'uk pop']","4GNC7GD6oZMSxPGyXy4MNB",78,9909548
"165072","Dalex","male","29","person","PR","['latin', 'r&b en espanol', 'reggaeton', 'trap latino']","0KPX4Ucy9dk82uj4GpKesn",76,4292232
"1264211","MØ","female","31","person","DK","['dance pop', 'danish pop', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']","0bdfiayQAKewqEvaU6rXCv",69,1382701
"470281","Alessia Cara","female","24","person","CA","['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']","2wUjUUtkb5lvLKcGKsKqsR",74,10687574
"213801","Twenty One Pilots","mixed","11","group","US","['modern rock', 'rock']","3YQKmKGau1PzlVlkL1iodx",80,22540084
"5246332","Kodak Black","male","23","person","US","['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']","46SHBwWsqBkxI7EeeBEQG7",81,8499015
"5314676","6ix9ine","male","24","person","US","['emo rap']","7gZfnEnfiaHzxARJ2LeXrf",72,6698855
"4013577","Gucci Mane","male","40","person","","['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","13y7CgLHjMVRMDqxdx0Xdo",77,4465603
"3886677","Becky G","female","23","person","US","['dance pop', 'latin', 'latin pop', 'latin viral pop', 'pop', 'post-teen pop', 'rap latina', 'reggaeton', 'trap latino']","4obzFoKoKRHIphyHzJ35G3",81,12327356
"3101564","Alan Walker","male","22","person","NO","['electro house']","7vk5e3vY1uw9plTHJAMwjN",80,35198513
"4300135","Natti Natasha","female","33","person","DO","['latin', 'latin pop', 'rap latina', 'reggaeton', 'trap latino', 'tropical']","1GDbiv3spRmZ1XdM1jQbT7",76,8397145
"3793730","G-Eazy","male","31","person","US","['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']","02kJSzxNuaWGqwubyUba0Z",75,5096083
"3606860","Katy Perry","female","35","person","US","['dance pop', 'pop', 'pop dance', 'post-teen pop']","6jJ0s89eD6GaHleKKya26X",83,22550267
"2959017","Robin Schulz","male","33","person","DE","['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']","3t5xRXzsuZmMDkQzgOX35S",77,2962495
"6616736","Lil Nas X","male","21","person","","['country rap', 'lgbtq+ hip hop', 'pop rap', 'queer country']","7jVv8c5Fj3E9VhNjxT4snq",80,11852114
"1949697","Chance the Rapper","male","27","person","","['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']","1anyVhU62p31KFi8MEzkbf",75,5742213
"2096054","Capital Bra","male","25","person","DE","['german hip hop']","4WZGDpNwrC0vNQyl9QzF7d",71,4311858
"5502001","Justin Quiles","male","30","person","PR","['latin', 'reggaeton', 'trap latino']","14zUHaJZo1mnYtn6IBRaRP",80,3725373
"5873403","Logic","male","30","person","US","['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']","4xRYI6VqpkE3UwrDrAZL8L",77,5788140
"5086362","Harry Styles","male","26","person","GB","['pop', 'post-teen pop']","6KImCVD70vtIoJWnq6nGn3",91,23451498
"3621692","A Boogie Wit da Hoodie","male","24","person","US","['melodic rap', 'pop rap', 'rap', 'trap']","31W5EY0aAly4Qieq6OFu6I",80,6756950
"4146412","Diplo","male","41","person","","['bmore', 'edm', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']","5fMUXHkw8R8eOP2RNVYEZX",79,2500181
"4704121","James Arthur","male","32","person","GB","['pop', 'talent show', 'uk pop']","4IWBUUAFIplrNtaOHcJPRM",79,10303504
"1647716","Rita Ora","female","29","person","GB","['australian pop', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']","5CCwRZC6euC8Odo6y9X8jr",73,7609680
"5990743","Big Sean","male","32","person","","['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","0c173mlxpT3dSFRgMO8XPh",78,10031035
"482677","DJ Khaled","male","44","person","US","['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']","0QHgL1lAIqAw0HtD7YldmP",83,8371826
"4032071","Fetty Wap","male","30","person","US","['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']","6PXS4YHDkKvl1wkIl4V8DL",69,4355851
"4389712","Daft Punk","mixed","27","group","FR","['electro', 'filter house']","4tZwfgrHOc3mvqYlEYSvVi",80,8897256
"5673115","Myke Towers","male","26","person","PR","['trap latino']","7iK8PXO48WeuP03g8YR51W",85,9546752
"2125459","French Montana","male","35","person","","['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","6vXTefBL93Dj5IqAWq6OTv",76,4660503
"1023711","A$AP Rocky","male","31","person","US","['east coast hip hop', 'hip hop', 'rap', 'trap']","13ubrt8QOOCPljQ2FL1Kca",81,11328300
"4377886","SZA","female","29","person","US","['pop', 'pop rap']","7tYKF4w9nC0nq9CsPZTHyP",82,8416843
"6207125","Arcangel","male","34","person","PR","['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']","4SsVbpTthjScTS7U2hmr1X",81,8856935
"2008279","5 Seconds of Summer","mixed","9","group","AU","['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']","5Rl15oVamLq7FbSb0NNBNy",78,8843411
"5353106","Bastille","mixed","10","group","GB","['metropopolis', 'modern rock', 'pop', 'pop rock', 'rock', 'tropical house']","7EQ0qTo7fWT7DPxmxtSYEc",75,5131987
"2804481","Shakira","female","43","person","CO","['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']","0EmeFodog0BfCgMzAIvKQp",85,25002007
"6527787","WizKid","male","30","person","","['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']","3tVQdUvClmAT7URs9V3rsp",76,2648500
"193181","Hailee Steinfeld","female","23","person","US","['dance pop', 'pop', 'pop dance', 'post-teen pop']","5p7f24Rk5HkUZsaS3BLG5F",72,8054832
"5433696","Jorge & Mateus","mixed","15","group","BR","['sertanejo', 'sertanejo universitario']","1elUiq4X7pxej6FRlrEzjM",80,17277317
"3680062","Reik","mixed","17","group","MX","['latin', 'latin arena pop', 'latin pop', 'mexican pop']","0vR2qb8m9WHeZ5ByCbimq2",78,7603893
"1444596","Yandel","male","43","person","PR","['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']","0eHQ9o50hj6ZDNBt6Ys1sD",74,6218255
"493304","Cheat Codes","mixed","6","group","","['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'pop rap', 'post-teen pop', 'tropical house']","7DMveApC7UnC2NPfPvlHSU",71,2091100
"723444","Pharrell Williams","male","47","person","US","['pop rap']","2RdwBSPQiwcmiDo9kixcl8",81,4022362
"2047458","Ava Max","female","26","person","US","['dance pop', 'pop']","4npEfmQ6YuiwW1GpUmaq3F",80,5640437
"1062573","DJ Luian","male","30","person","PR","['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']","64aJYyrXljOodnUG6jvhRD",75,1631801
"1762397","Jess Glynne","female","30","person","GB","['australian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']","4ScCswdRlyA23odg9thgIO",72,2823398
"1260628","Sean Paul","male","47","person","JM","['dance pop', 'dancehall', 'pop', 'pop dance', 'pop rap']","3Isy6kedDrgPYoTS1dazA9",79,4038631
"2165810","Camilo","male","26","person","CO","['colombian pop', 'reggaeton colombiano']","28gNT5KBp7IjEOQoevXf9N",81,16418116
"4306763","Julia Michaels","female","26","person","US","['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']","0ZED1XzwlLHW4ZaG4lOT6m",74,4554718
"5816382","Seeb","mixed","5","group","","['dance pop', 'edm', 'electro house', 'electropop', 'norwegian pop', 'pop', 'pop dance', 'pop edm', 'swedish pop', 'tropical house']","5iNrZmtVMtYev5M9yoWpEq",68,303126
"6584289","Adele","female","32","person","GB","['british soul', 'pop', 'pop soul', 'uk pop']","4dpARuHxo51G3z768sgnrY",84,42433872
"850628","Zé Neto & Cristiano","mixed","9","group","BR","['sertanejo', 'sertanejo pop', 'sertanejo universitario']","487N2T9nIPEHrlTZLL3SQs",73,17121346
"114083","Florida Georgia Line","mixed","10","group","US","['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']","3b8QkneNDz4JHKKKlLgYZg",76,4909205
"4484788","BTS","mixed","7","group","KR","['k-pop', 'k-pop boy group']","3Nrfpe0tUJi4K4DXYWgMUX",91,54937219
"4128924","OneRepublic","mixed","16","group","US","['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rock']","5Pwc4xIPtQLFEnJriah9YJ",84,14212037
"1056969","Metro Boomin","male","26","person","US","['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","0iEtIxbK0KxaSlF7G42ZOp",79,3039874
"3364805","Enrique Iglesias","male","45","person","ES","['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']","7qG3b048QCHVRO5Pv1T5lw",76,10911586
"3555843","Matheus & Kauan","mixed","10","group","BR","['pop nacional', 'sertanejo pop', 'sertanejo universitario']","2Z0lRIqr997lIUiPtrpKCr",75,10236660
"371450","Ninho","male","24","person","FR","['french hip hop', 'pop urbaine']","6Te49r3A6f5BiIgBRxH7FH",78,6882367
"6090713","Trippie Redd","male","21","person","US","['melodic rap', 'rap', 'trap']","6Xgp2XMz1fhVYe7i6yNAax",82,7937599
"5082464","RAF Camora","male","36","person","AT","['german hip hop']","0Dvx6p8JDyzeOPGmaCIH1L",77,1563233
"1059136","Jonas Brothers","mixed","15","group","US","['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']","7gOdHgIoIKoe4i9Tta6qdD",75,6502634
"4759731","John Legend","male","41","person","US","['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']","5y2Xq6xcjJb2jVM54GHK3t",77,6268036
"1147775","Pitbull","male","39","person","US","['dance pop', 'latin', 'miami hip hop', 'pop', 'pop dance', 'pop rap']","0TnOYISbd1XYRBk9myaseg",82,9576067
"1880329","Fifth Harmony","mixed","7","group","US","['dance pop', 'electropop', 'girl group', 'pop', 'pop dance', 'post-teen pop', 'talent show']","1l8Fu6IkuTP0U5QetQJ5Xt",68,14821732
"3601688","Bazzi","male","22","person","US","['dance pop', 'electropop', 'pop', 'post-teen pop']","4GvEc3ANtPPjt1ZJllr5Zl",73,5138380
"3993882","Felix Jaehn","male","25","person","DE","['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'pop dance', 'tropical house']","4bL2B6hmLlMWnUEZnorEtG",73,1226545
"2032306","Beyoncé","female","38","person","US","['dance pop', 'pop', 'post-teen pop', 'r&b']","6vWDO969PvNqNYHIOW5v0m",88,32173211
"2319715","Daya","female","21","person","US","['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'post-teen pop', 'tropical house']","6Dd3NScHWwnW6obMFbl1BH",70,1422752
"2447207","Normani","female","24","person","US","['dance pop', 'pop', 'post-teen pop', 'r&b']","2cWZOOzeOm4WmBJRnD5R7I",69,2113310
"446502","Lunay","male","20","person","PR","['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']","47MpMsUfWtgyIIBEFOr4FE",73,7298489
"126193","Henrique & Juliano","mixed","12","group","BR","['sertanejo pop', 'sertanejo universitario']","3p7PcrEHaaKLJnPUGOtRlT",81,16566795
"6487639","Romeo Santos","male","39","person","US","['bachata', 'latin', 'tropical']","5lwmRuXgjX8xIwlnauTZIP",82,16483888
"4854695","Meghan Trainor","female","26","person","US","['dance pop', 'hip pop', 'pop', 'pop dance', 'post-teen pop']","6JL8zeS1NmiOftqZTRgdTz",74,11701924
"3639633","Lil Yachty","male","22","person","US","['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']","6icQOAFXDZKsumw3YXyusw",76,8313535
"668940","Danny Ocean","male","28","person","US","['latin', 'latin pop', 'pop venezolano', 'reggaeton', 'trap latino', 'tropical']","5H1nN1SzW0qNeUEZvuXjAj",78,4367210
"5157075","Macklemore","male","37","person","US","['pop', 'pop rap', 'seattle hip hop']","3JhNCzhSMTxs9WLGJJxWOY",76,1927582
"3556353","Rae Sremmurd","mixed","7","group","US","['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","7iZtZyCzp3LItcw1wtPI3D",72,6932310
"3957502","2 Chainz","male","43","person","US","['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","17lzZA2AlOHwCwFALHttmp",76,7379914
"3142723","Feid","male","27","person","CO","['colombian pop', 'latin', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']","2LRoIwlKmHjgvigdNGBHNo",87,2166686
"2139626","Bonez MC","male","35","person","DE","['german hip hop', 'hamburg hip hop']","1aS5tqEs9ci5P9KD9tZWa6",77,1904762
"4052105","Panic! At The Disco","mixed","16","group","US","['baroque pop', 'emo', 'modern rock']","20JZFwl6HVl6yg8a4H3ZqK",79,11435641
"6304966","benny blanco","male","32","person","US","['edm', 'electropop', 'pop', 'pop dance', 'pop rap']","5CiGnKThu5ctn9pBxv7DGa",77,997310
"1576006","Bryson Tiller","male","27","person","US","['kentucky hip hop', 'pop rap', 'rap', 'trap']","2EMAnMvWE2eb56ToJVfCWs",78,5966938
"4851771","Tainy","male","30","person","PR","['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']","0GM7qgcRCORpGnfcN2tCiB",79,1030350
"5558285","Lukas Graham","mixed","9","group","DK","['danish pop', 'pop', 'scandipop']","25u4wHJWxCA9vO0CzxAbK7",71,1969652
"4635597","Justin Timberlake","male","39","person","US","['dance pop', 'pop']","31TPClRtHm23RisEBtV3X7",80,12197007
"5347385","Mark Ronson","male","44","person","GB","['dance pop', 'neo soul', 'pop', 'pop dance']","3hv9jJF3adDNsBSIQDqcjp",74,975436
"3438254","Bradley Cooper","male","45","person","US","['hollywood']","4VIvfOurcf0vuLRxLkGnIG",69,209193
"2077029","Wiz Khalifa","male","32","person","US","['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']","137W8MRPWKqSmrBGDBFSop",82,10718322
"1337451","Brytiago","male","28","person","PR","['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']","00XhexlJEXQstHimpZN910",74,5453791
"3678118","Miley Cyrus","other","27","person","","['dance pop', 'pop', 'pop dance', 'post-teen pop']","5YGY8feqx7naU7z4HrwZM6",81,18950705
"4509418","Tove Lo","female","32","person","SE","['dance pop', 'electropop', 'metropopolis', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']","4NHQUGzhtTLFvgF5SZesLK",75,3098694
"2956335","Troye Sivan","male","25","person","AU","['australian pop', 'dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'viral pop']","3WGpXCj9YhhfX11TToZcXP",76,7141564
"6042239","Sfera Ebbasta","male","27","person","IT","['italian hip hop', 'italian pop', 'trap italiana']","23TFHmajVfBtlRx5MXqgoz",77,4981804
"1751927","ROSALÍA","female","26","person","ES","['r&b en espanol']","7ltDVBr6mKbRvohxheJ9h1",85,5990633
